codebook_index,density,count
325,0.0006919908618532095,501
326,2.2099508562178348e-05,16
327,4.4199017124356696e-05,32
328,0.0012182354094900814,882
329,3.176804355813138e-05,23
330,1.3812192851361468e-06,1
331,0.0002154702084812389,156
332,0.00025276312917991484,183
333,4.4199017124356696e-05,32
334,0.00041436578554084405,300
335,0.0005773496611869094,418
336,2.07182892770422e-05,15
338,0.0006312172133072191,457
339,0.0001091163235257556,79
340,0.00011464120066630019,83
341,1.3812192851361468e-06,1
343,0.00041712822411111634,302
344,1.5193412136497615e-05,11
346,9.254169210412184e-05,67
347,0.00020303923491501357,147
348,0.0003314926284326752,240
350,0.0002900560498785908,210
351,5.248633283517358e-05,38
352,9.668534995953027e-06,7
353,0.00012292851637711708,89
354,1.1049754281089174e-05,8
355,0.00016298387564606532,118
356,0.0001685087527866099,122
357,0.0013674070922847852,990
358,0.0003453048212840367,250
359,0.0019903369898811875,1441
360,4.4199017124356696e-05,32
361,2.3480727847314495e-05,17
362,7.044218354194349e-05,51
363,0.0005386755212030972,390
364,3.038682427299523e-05,22
365,1.7955850706769907e-05,13
366,0.0002900560498785908,210
367,0.0004392277326732947,318
368,6.906096425680734e-06,5
369,0.00018508338420824367,134
370,0.0006629852568653504,480
371,0.0005234821090665996,379
372,0.0002624316641758679,190
373,0.0002721001991718209,197
374,0.00012154729709198092,88
375,8.28731571081688e-06,6
376,0.0001091163235257556,79
377,2.7624385702722935e-06,2
378,3.038682427299523e-05,22
379,2.3480727847314495e-05,17
380,9.668534995953027e-06,7
381,0.0007389523175478386,535
382,2.7624385702722935e-06,2
384,0.0011698927345103164,847
386,9.668534995953027e-06,7
387,0.00019337069991906056,140
388,1.1049754281089174e-05,8
389,8.839803424871339e-05,64
390,5.939242926085431e-05,43
393,0.0006464106254437167,468
394,6.76797449716712e-05,49
395,9.806656924466642e-05,71
396,0.00012154729709198092,88
398,0.000649173064013989,470
400,6.906096425680734e-06,5
401,0.00010082900781493871,73
402,0.00012292851637711708,89
404,1.657463142163376e-05,12
405,0.00011878485852170862,86
406,5.524877140544587e-05,40
